商品,订单号,订单状态,商品总价(元),店铺优惠折扣(元),平台优惠折扣(元),用户实付金额(元),商家实收金额(元),商品数量(件),发货时间,确认收货时间,商品id,商品规格,样式ID,商家备注,售后状态,快递单号,快递公司,订单成交时间,是否分期,分期期数,手续费承担方,手续费率
国潮2021新款加肥加大码宽松胖子男装t恤白色体恤男生学生运动t恤,210412-055993959613181,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219894535890	,"恶魔笑脸白+W13黑,7XL 建议250-270斤",795744952255	,	,无售后或售后取消,	,	,2021-04-12 11:21:58,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-584291451953142,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,4XL 建议170-200斤",795750293406	,	,无售后或售后取消,	,	,2021-04-12 11:21:07,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-254387160210035,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,221069532188	,"G23黑,5XL 建议210-240斤",798235364592	,	,无售后或售后取消,	,	,2021-04-12 11:20:46,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210412-057874842813193,待发货,27.8	,0.0	,0.0	,27.8	,27.8	,1	,	,	,220841637576	,"G23白,M 建议75-100斤",797756287087	,	,无售后或售后取消,	,	,2021-04-12 11:19:42,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-352191775753436,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G28白+G30黑,5XL 建议210-240斤",798235364720	,	,无售后或售后取消,	,	,2021-04-12 11:17:57,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-481878344770639,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G28黑+G30黑,7XL 建议270-310斤",798236015637	,	,无售后或售后取消,	,	,2021-04-12 11:17:14,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-407856743470344,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841614732	,"G24白+G34黑,XL 建议115-130斤",797752827861	,	,无售后或售后取消,	,	,2021-04-12 11:15:52,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-419317679192603,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,4XL 建议170-200斤",795750293406	,	,无售后或售后取消,	,	,2021-04-12 11:15:33,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-599400121460758,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转白,10XL 建议320-350斤",795750293616	,	,无售后或售后取消,	,	,2021-04-12 11:14:39,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-174163231873384,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841614732	,"G24黑+G34黑,5XL 建议210-240斤",797752827835	,	,无售后或售后取消,	,	,2021-04-12 11:13:23,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210412-305684808953987,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G34黑+G23白,4XL 建议180-210斤",797756287119	,	,无售后或售后取消,	,	,2021-04-12 11:13:05,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-152744756282277,待发货,77.6	,0.0	,2.0	,75.6	,77.6	,2	,	,	,219896665455	,"火焰熊黑+时来运转黑,7XL 建议250-270斤",795750293601	,	,无售后或售后取消,	,	,2021-04-12 11:12:07,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-254494639070262,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G28白+G30白,2XL 建议130-150斤",798235364709	,	,无售后或售后取消,	,	,2021-04-12 11:10:53,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-481930773513412,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23白+G28黑,7XL 建议270-310斤",798236015615	,	,无售后或售后取消,	,	,2021-04-12 11:05:41,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-153882461270462,待发货,38.8	,0.0	,3.0	,35.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,2XL 建议130-150斤",795750293596	,	,无售后或售后取消,	,	,2021-04-12 11:04:53,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-172161762450471,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G28黑,8XL 建议310-350斤",798236015624	,	,无售后或售后取消,	,	,2021-04-12 11:02:25,否,	,	,	
2021新款夏季宽松大码五分袖加肥加大码国潮嘻哈中国风青少年流行,210412-625871422660990,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069521113	,"G21黑+G28黑,5XL 建议210-240斤",798233434221	,	,无售后或售后取消,	,	,2021-04-12 11:01:01,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-030959207361995,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W黑+字母W白,6XL 建议230-250斤",795750293480	,	,无售后或售后取消,	,	,2021-04-12 11:00:39,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-310554133472763,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W白+火焰熊黑,8XL 建议270-290斤",795750293542	,	,无售后或售后取消,	,	,2021-04-12 10:59:28,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-133924127782360,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转白,4XL 建议170-200斤",795750293610	,	,无售后或售后取消,	,	,2021-04-12 10:56:30,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-560596255781761,待发货,38.8	,0.0	,5.0	,33.8	,38.8	,1	,	,	,221069532188	,"G28黑+G30黑,5XL 建议210-240斤",798235364736	,	,无售后或售后取消,	,	,2021-04-12 10:55:18,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-061863363733418,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G28黑,5XL 建议210-240斤",798235364680	,	,无售后或售后取消,	,	,2021-04-12 10:52:48,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210412-152122164250595,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841637576	,"G23黑+G26黑,4XL 建议180-210斤",797756287146	,	,无售后或售后取消,	,	,2021-04-12 10:51:30,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-158675764181997,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,XL 建议115-130斤",795750293403	,	,无售后或售后取消,	,	,2021-04-12 10:43:48,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-014825554993718,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,10XL 建议320-350斤",795750293604	,	,无售后或售后取消,	,	,2021-04-12 10:39:54,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-541946020913595,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,4XL 建议170-200斤",795750293406	,	,无售后或售后取消,	,	,2021-04-12 10:38:35,否,	,	,	
加肥加大码国潮百搭T恤五分袖短袖男大码男装宽松胖子学生潮t恤男,210412-042130473921073,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841582441	,"G19黑+G21白,4XL 建议180-210斤",797733105927	,	,无售后或售后取消,	,	,2021-04-12 10:36:49,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-013891011670169,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W白+时来运转黑,6XL 建议230-250斤",795750293564	,	,无售后或售后取消,	,	,2021-04-12 10:33:18,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-581102470220381,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,9XL 建议290-320斤",795750293603	,	,无售后或售后取消,	,	,2021-04-12 10:31:58,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-246112584862829,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,L 建议100-115斤",795750293402	,	,无售后或售后取消,	,	,2021-04-12 10:30:11,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-665076368533081,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G30黑,4XL 建议180-210斤",798235364695	,	,无售后或售后取消,	,	,2021-04-12 10:28:58,否,	,	,	
加肥加大码国潮百搭T恤五分袖短袖男大码男装宽松胖子学生潮t恤男,210412-308074251202634,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841582441	,"G19白+G21黑,5XL 建议210-240斤",797733105936	,	,无售后或售后取消,	,	,2021-04-12 10:26:58,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-128678626543362,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W白,2XL 建议130-150斤",795750293416	,	,无售后或售后取消,	,	,2021-04-12 10:24:00,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-673479394323294,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23白+G23黑,7XL 建议270-310斤",798236015611	,	,无售后或售后取消,	,	,2021-04-12 10:23:20,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-582637323301677,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,9XL 建议290-320斤",795750293603	,	,无售后或售后取消,	,	,2021-04-12 10:21:53,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210412-046432257161938,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841637576	,"G34黑,3XL 建议150-180斤",797756287073	,	,无售后或售后取消,	,	,2021-04-12 10:20:55,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-464654173292488,待发货,38.8	,0.0	,2.0	,36.8	,38.8	,1	,	,	,221069532188	,"G23黑+G28黑,5XL 建议210-240斤",798235364680	,	,无售后或售后取消,	,	,2021-04-12 10:16:10,否,	,	,	
2021年新款卫裤男加肥加大码潮牌反光宽松束脚裤男学生宽松运动裤,210412-533854946432653,待发货,58.9	,0.0	,3.0	,55.9	,58.9	,1	,	,	,220536989085	,"J60灰+J06黑,5XL 建议210-240斤",797119815010	,	,无售后或售后取消,	,	,2021-04-12 10:15:49,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-278353675260835,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841614732	,"G24白+G34黑,3XL 建议150-180斤",797752827863	,	,无售后或售后取消,	,	,2021-04-12 10:10:54,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-351896863830968,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G28黑+G30黑,6XL 建议240-270斤",798235364737	,	,无售后或售后取消,	,	,2021-04-12 10:10:04,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-034010563712016,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"火焰熊黑,4XL 建议170-200斤",795750293430	,	,无售后或售后取消,	,	,2021-04-12 10:09:45,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-584241644561327,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841614732	,"G24白,8XL 建议310-350斤",797752827788	,	,无售后或售后取消,	,	,2021-04-12 10:08:10,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-282731480192334,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,2XL 建议130-150斤",795750293404	,	,无售后或售后取消,	,	,2021-04-12 10:09:46,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-159066358872630,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G28黑,4XL 建议180-210斤",798235364679	,	,无售后或售后取消,	,	,2021-04-12 10:06:59,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-300004148412099,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,221069532188	,"G23黑,5XL 建议210-240斤",798235364592	,	,无售后或售后取消,	,	,2021-04-12 10:04:28,否,	,	,	
2021新款夏季港风上衣t恤男潮流韩版百搭加肥加大码短袖男学生t恤,210412-592467723451672,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220727859459	,"T87黑,8XL 建议310-350斤",797511916558	,	,无售后或售后取消,	,	,2021-04-12 10:00:59,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-065120502791992,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"火焰熊黑,2XL 建议130-150斤",795750293428	,	,无售后或售后取消,	,	,2021-04-12 10:00:14,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-622126695602219,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,221069532188	,"G28白,8XL 建议310-350斤",798236015604	,	,无售后或售后取消,	,	,2021-04-12 09:58:57,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-423297025092558,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W白,3XL 建议150-170斤",795750293417	,	,无售后或售后取消,	,	,2021-04-12 09:59:00,否,	,	,	
2021新款宽松胖子加肥加大码夏季肥佬装男港风韩版潮流百搭t恤潮,210412-613968774301056,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,227118498585	,"T58黑+T188黑,6XL 建议240-270斤",813119716079	,	,无售后或售后取消,	,	,2021-04-12 09:57:42,否,	,	,	
国潮2021新款加肥加大码宽松胖子男装t恤白色体恤男生学生运动t恤,210412-428512379890698,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219894535890	,"恶魔笑脸黑+W15黑,5XL 建议200-230斤",795744952229	,	,无售后或售后取消,	,	,2021-04-12 09:55:07,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-670190797792975,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,4XL 建议170-200斤",795750293406	,	,无售后或售后取消,	,	,2021-04-12 09:50:13,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-305514415043354,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W白,M 建议100斤内",795750293413	,	,无售后或售后取消,	,	,2021-04-12 09:49:21,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-153946686623746,待发货,38.8	,0.0	,12.0	,26.8	,38.8	,1	,	,	,220841614732	,"G24白+G34黑,2XL 建议130-150斤",797752827862	,	,无售后或售后取消,	,	,2021-04-12 09:44:10,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-197782406330684,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,221069532188	,"G28黑,3XL 建议150-180斤",798235364606	,	,无售后或售后取消,	,	,2021-04-12 09:42:38,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-383569101913725,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,10XL 建议320-350斤",795750293604	,	,无售后或售后取消,	,	,2021-04-12 09:41:56,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-269955892254087,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,M 建议100斤内",795750293401	,	,无售后或售后取消,	,	,2021-04-12 09:42:00,否,	,	,	
加肥加大码男装短袖夏季新款胖子t恤国潮潮流宽松嘻哈风上衣学生,210412-296606762133137,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,220841637576	,"G34黑,M 建议75-100斤",797756287069	,	,无售后或售后取消,	,	,2021-04-12 09:41:28,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-338475090883524,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23白+G28白,5XL 建议210-240斤",798235364640	,	,无售后或售后取消,	,	,2021-04-12 09:34:20,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-271717499882212,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,M 建议100斤内",795750293401	,	,无售后或售后取消,	,	,2021-04-12 09:32:23,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-685299467510222,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"火焰熊黑,2XL 建议130-150斤",795750293428	,	,无售后或售后取消,	,	,2021-04-12 09:29:02,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-422771426453452,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G28白,5XL 建议210-240斤",798235364672	,	,无售后或售后取消,	,	,2021-04-12 09:26:58,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-617818358793946,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+火焰熊白,6XL 建议230-250斤",795750293588	,	,无售后或售后取消,	,	,2021-04-12 09:23:52,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-175678424132146,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,XL 建议115-130斤",795750293403	,	,无售后或售后取消,	,	,2021-04-12 09:20:46,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-458658940022993,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G28黑,6XL 建议240-270斤",798235364681	,	,无售后或售后取消,	,	,2021-04-12 09:19:15,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-279535944801745,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G28黑+G30黑,6XL 建议240-270斤",798235364737	,	,无售后或售后取消,	,	,2021-04-12 09:15:10,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-384885064840210,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,3XL 建议150-170斤",795750293405	,	,无售后或售后取消,	,	,2021-04-12 09:13:14,否,	,	,	
加肥加大码男装连帽卫衣秋冬季韩版潮流学生ins港风宽松胖子卫衣,210412-358154241041255,待发货,32.9	,0.0	,0.0	,32.9	,32.9	,1	,	,	,180326142335	,"【单件】Y639深灰色,4XL",694650306810	,	,无售后或售后取消,	,	,2021-04-12 09:13:02,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-342613034070169,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841614732	,"G34黑+G28黑,5XL 建议210-240斤",797752827895	,	,无售后或售后取消,	,	,2021-04-12 09:11:00,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-370872157393117,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,10XL 建议320-350斤",795750293412	,	,无售后或售后取消,	,	,2021-04-12 09:10:11,否,	,	,	
加肥加大码胖子男装夏季新款潮胖子圆领学生短袖宽松t恤情侣半袖,210412-603426653400372,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,220841614732	,"G34黑+G28黑,2XL 建议130-150斤",797752827892	,	,无售后或售后取消,	,	,2021-04-12 09:10:09,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-466438063153404,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23白+G28黑,7XL 建议270-310斤",798236015615	,	,无售后或售后取消,	,	,2021-04-12 09:10:07,否,	,	,	
2021新款宽松胖子加肥加大码夏季肥佬装男港风韩版潮流百搭t恤潮,210412-029651109072936,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,227118498585	,"T188黑,6XL 建议240-270斤",813119716029	,	,无售后或售后取消,	,	,2021-04-12 09:09:24,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-251381679133848,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,10XL 建议320-350斤",795750293604	,	,无售后或售后取消,	,	,2021-04-12 09:06:06,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-675178087583086,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23白+G23黑,6XL 建议240-270斤",798235364633	,	,无售后或售后取消,	,	,2021-04-12 09:03:57,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-394081076283300,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,M 建议100斤内",795750293401	,	,无售后或售后取消,	,	,2021-04-12 09:00:32,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-597254472703971,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,7XL 建议250-270斤",795750293601	,	,无售后或售后取消,	,	,2021-04-12 08:59:47,否,	,	,	
加肥加大码男装连帽卫衣秋冬季韩版潮流学生ins港风宽松胖子卫衣,210412-118666036331025,待发货,53.9	,0.0	,0.0	,53.9	,53.9	,1	,	,	,180326142335	,"【两件装】自由搭配联系客服,8XL",694652665445	,Y639深灰+Y644黑 [pdd55559146481 04/12 08:56],无售后或售后取消,	,	,2021-04-12 08:55:09,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-131545170912389,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,221069532188	,"G30黑,3XL 建议150-180斤",798235364622	,	,无售后或售后取消,	,	,2021-04-12 08:55:09,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-616894301260198,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"火焰熊黑+时来运转黑,5XL 建议200-230斤",795750293599	,	,无售后或售后取消,	,	,2021-04-12 08:53:35,否,	,	,	
国潮2021新款加肥加大码宽松胖子男装t恤白色体恤男生学生运动t恤,210412-369609933943827,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219894535890	,"W13黑+W15白,10XL 建议320-350斤",795744952330	,	,无售后或售后取消,	,	,2021-04-12 08:52:50,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-031098143960186,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,XL 建议115-130斤",795750293403	,	,无售后或售后取消,	,	,2021-04-12 08:52:18,否,	,	,	
国潮加肥加大码五分袖宽松胖子男装t恤白色体恤男生学生运动t恤,210412-504658658392154,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219893662649	,"W19黑+W11黑,9XL 建议290-320斤",795742889455	,	,无售后或售后取消,	,	,2021-04-12 08:51:48,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-662204580910266,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,L 建议100-115斤",795750293402	,	,无售后或售后取消,	,	,2021-04-12 08:44:10,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-354471117800834,待发货,26.8	,0.0	,0.0	,26.8	,26.8	,1	,	,	,219896665455	,"字母W黑,XL 建议115-130斤",795750293403	,	,无售后或售后取消,	,	,2021-04-12 08:43:11,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-014800651333428,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G30黑,7XL 建议270-310斤",798236015627	,	,无售后或售后取消,	,	,2021-04-12 08:42:40,否,	,	,	
国潮2021新款加肥加大码宽松胖子男装t恤白色体恤男生学生运动t恤,210412-415517901842722,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219894535890	,"恶魔笑脸黑+W13黑,6XL 建议230-250斤",795744952206	,	,无售后或售后取消,	,	,2021-04-12 08:39:03,否,	,	,	
夏季加肥加大码男装国潮新款时尚印花潮流学生上衣五分袖透气t恤,210412-199388038221853,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,219896665455	,"字母W黑+火焰熊黑,3XL 建议150-170斤",795750293489	,	,无售后或售后取消,	,	,2021-04-12 08:37:55,否,	,	,	
2021新款胖子夏季男装大码打底衫国潮嘻哈中国风五分袖上衣男印花,210412-667372749924001,待发货,38.8	,0.0	,0.0	,38.8	,38.8	,1	,	,	,221069532188	,"G23黑+G30黑,3XL 建议150-180斤",798235364694	,	,无售后或售后取消,	,	,2021-04-12 08:27:37,否,	,	,	
